time_tick,acc_X_value,acc_Y_value,acc_Z_value
9.789961,0.857903,-1.608213,-4.583264
9.823160,0.967891,-1.787784,-6.582793
9.856423,0.181218,-1.258946,-9.579543
9.889921,0.286417,-1.392577,-11.279187
9.922759,0.466437,-1.363846,-11.976075
9.955897,-0.033819,-1.720744,-12.732819
9.990005,-0.772457,-1.857967,-13.294279
10.023317,-0.191543,-2.045021,-12.972697
10.056630,0.185857,-2.144982,-13.500787
10.089622,-0.463444,-1.185621,-13.449459
10.122477,0.243170,-0.790564,-12.263539
10.156619,0.597674,-0.734747,-11.774057
10.189921,-1.366539,-0.482299,-11.097970
10.223310,-1.017273,-0.553080,-9.247934
10.256603,-0.582410,-0.663666,-7.165952
10.289882,-0.338343,-0.987494,-5.090703
10.323210,-0.867929,-1.237697,-5.152656
10.355850,-0.653042,-1.122172,-5.268928
10.389152,-0.819295,-0.952627,-7.257084
10.423270,-0.544251,-1.298601,-8.996833
10.456586,-0.365877,-1.302193,-9.605281
10.489921,-1.228718,-1.306383,-10.613576
10.523342,-1.544764,-1.495831,-11.414764
10.556581,-0.842939,-1.469194,-12.221489
10.589468,-1.143871,-1.709521,-12.734615
10.622368,-1.815618,-1.510945,-13.021630
10.656504,-1.732117,-0.650797,-13.356082
10.689948,-1.632006,-0.564154,-11.927141
10.723252,-2.227585,-1.025204,-10.329853
10.756577,-1.832079,-1.576788,-9.172514
10.789967,-1.179635,-1.528154,-7.566396
10.823261,-0.260229,-1.794369,-5.710524
10.856374,0.179272,-2.197806,-5.799263
10.889921,0.403288,-2.067168,-6.497946
10.923252,-0.332357,-2.281007,-7.688206
10.956602,-0.723673,-2.723053,-8.201930
10.989910,-0.256937,-2.863418,-8.474579
11.023248,-0.597225,-2.452947,-10.212832
11.056554,-0.389371,-2.574158,-11.093481
11.089918,-0.063000,-2.136303,-12.128112
11.123247,-0.737440,-1.047201,-13.885968
11.156603,-0.634785,-0.941703,-12.530801
11.189970,0.946043,-1.340651,-10.325513
11.223251,1.166018,-1.314613,-9.830045
11.256726,-0.150092,-1.192205,-10.020541
11.289956,-0.438454,-0.749262,-9.224440
11.325251,-0.606653,-0.979862,-7.588543
11.356614,-0.542156,-1.200286,-6.920238
11.389917,-0.669951,-1.923361,-6.283358
11.423323,-0.243768,-1.939223,-6.418934
11.456068,-0.044294,-1.715956,-7.766020
11.489941,-0.165954,-1.825045,-8.932038
11.523251,-0.285668,-2.138996,-9.436933
11.556609,-0.577023,-1.975586,-10.915555
11.590020,-0.382188,-1.652208,-11.972483
11.623429,-0.610543,-2.453995,-12.292719
11.656684,-0.000449,-2.534652,-12.966561
11.689815,-0.408675,-1.747680,-13.895844
11.722735,-1.545662,-1.714759,-12.863457
11.755711,-0.875411,-1.971097,-10.285409
11.789916,-0.446684,-2.029607,-9.137198
11.823304,-1.208367,-2.129868,-8.524710
11.856655,-1.401855,-2.126127,-7.169992
11.889937,-0.232844,-2.475244,-6.610776
11.922396,-0.201120,-2.795330,-5.736113
11.956617,-0.083800,-3.140257,-6.613919
11.989983,-0.327419,-2.995253,-7.524197
12.023261,-0.356300,-3.300076,-8.333466
12.056574,0.088140,-3.588288,-8.545660
12.089939,0.183762,-3.925733,-8.979475
12.123334,0.149942,-3.808712,-9.930605
12.156638,0.180020,-3.869018,-11.054274
12.189998,0.518214,-3.791054,-12.285536
12.223326,0.348668,-3.073217,-13.210330
12.256632,1.055881,-1.860211,-11.308966
12.289913,1.804395,-2.075398,-10.222708
12.322494,0.657830,-2.152763,-9.786200
12.356664,-0.178225,-1.911240,-9.601840
12.390011,1.227222,-4.037217,-9.175058
12.423320,1.194300,-5.543523,-8.210011
12.456688,-0.370366,-3.890567,-8.817711
12.489987,-0.420946,-0.673393,-7.878701
12.523338,0.240177,-0.481551,-6.571121
12.556665,2.080935,-1.539826,-5.931098
12.589998,2.372439,-1.393176,-6.869659
12.622867,1.300098,-1.491491,-8.498223
12.656677,-0.310808,-1.808285,-10.625996
12.689993,-0.335350,-2.612766,-11.488239
12.722613,-0.275642,-3.404826,-11.117723
12.756680,-0.394608,-3.019495,-11.876712
12.790274,-1.049745,-2.222198,-12.334619
12.822369,-0.420946,-2.124182,-11.663770
12.856687,-0.262324,-2.015990,-11.185511
12.889988,-0.321882,-1.813373,-10.188590
12.923382,-0.034418,-1.736756,-9.220549
12.956706,-0.007931,-1.874428,-8.397962
12.989922,0.269657,-2.517743,-7.156524
13.023333,0.451024,-2.664542,-6.519943
13.056719,0.487686,-2.523279,-6.563789
13.089956,-0.265766,-2.544379,-7.530931
13.123346,-0.686412,-2.608875,-8.520819
13.156691,-0.654688,-2.496493,-9.354480
13.190008,-0.885138,-2.571015,-10.593224
13.223350,-0.770661,-2.359121,-11.342038
13.256710,0.169396,-2.834836,-11.270359
13.289990,1.641284,-3.019645,-11.833914
13.323056,0.424986,-1.838663,-14.130933
13.356119,0.303027,-1.535037,-12.351529
13.389043,1.726281,-1.736457,-10.476952
13.423375,1.470990,-1.936679,-9.952453
13.456657,0.127496,-1.672260,-10.051517
13.489981,-0.058211,-1.278549,-9.372138
13.523313,0.020202,-1.393026,-7.357794
13.556643,-0.030976,-1.634400,-6.098998
13.589917,-0.216084,-1.966608,-5.369488
13.623280,-0.103703,-2.205138,-5.811833
13.656646,-0.008230,-2.349544,-6.949867
13.689978,-0.133930,-2.409251,-8.528152
13.723745,-0.667258,-2.023173,-10.432208
13.756664,-0.455962,-1.671362,-11.427933
13.789986,0.563106,-1.898520,-11.601069
13.823360,0.214438,-3.026978,-11.702976
13.856667,-0.761533,-3.321924,-12.253213
13.890032,-1.266279,-2.717516,-12.673112
13.923282,-0.541259,-2.196459,-11.734701
13.956658,-0.483197,-2.228932,-11.037065
13.990020,-1.022959,-1.811727,-10.020990
14.023306,-1.031040,-1.676749,-8.951791
14.056674,-1.168113,-1.737055,-8.696051
14.089999,-0.721429,-2.146628,-7.514021
14.123275,-0.012121,-2.610820,-6.712833
14.156602,0.290607,-2.780665,-6.960342
