Timestamp,Milliseconds,X,Y,Z,Profile,Activity
1/8/2020 19:24,2213,-1.3304138,1.5003052,9.722046,AR,stairsu
1/8/2020 19:24,2224,-0.70588684,0.7992096,10.188644,AR,stairsu
1/8/2020 19:24,2233,-0.43310547,-0.4091797,10.43988,AR,stairsu
1/8/2020 19:24,2243,-0.01914978,-0.8231354,10.255646,AR,stairsu
1/8/2020 19:24,2254,0.29431152,-0.33499146,8.769699,AR,stairsu
1/8/2020 19:24,2263,0.38285828,0.13639832,7.4895325,AR,stairsu
1/8/2020 19:24,2273,1.0911255,-0.021530151,6.6424713,AR,stairsu
1/8/2020 19:24,2284,0.72502136,0.37327576,6.089737,AR,stairsu
1/8/2020 19:24,2293,0.9906311,-1.1652985,6.845871,AR,stairsu
1/8/2020 19:24,2304,2.1750793,-3.036499,7.984848,AR,stairsu
1/8/2020 19:24,2313,2.3928223,-3.8117676,8.166702,AR,stairsu
1/8/2020 19:24,2323,2.3330078,-3.7734833,7.561325,AR,stairsu
1/8/2020 19:24,2333,1.9884338,-3.4983063,7.176071,AR,stairsu
1/8/2020 19:24,2344,0.6652069,-2.8785706,8.750549,AR,stairsu
1/8/2020 19:24,2353,-0.28474426,-2.892929,9.765106,AR,stairsu
1/8/2020 19:24,2363,-1.2873383,-2.8450623,10.657639,AR,stairsu
1/8/2020 19:24,2373,-1.8305054,-2.8618164,10.198212,AR,stairsu
1/8/2020 19:24,2383,-1.8161469,-2.9814606,8.927628,AR,stairsu
1/8/2020 19:24,2394,-1.1102753,-3.1058807,7.527817,AR,stairsu
1/8/2020 19:24,2403,-0.29670715,-3.2805634,6.7405853,AR,stairsu
1/8/2020 19:24,2413,-0.17945862,-3.1417694,6.8004,AR,stairsu
1/8/2020 19:24,2423,-0.64367676,-3.115448,7.5996094,AR,stairsu
1/8/2020 19:24,2433,-1.627121,-3.0580292,8.475372,AR,stairsu
1/8/2020 19:24,2443,-2.6727905,-2.8857422,8.810379,AR,stairsu
1/8/2020 19:24,2454,-3.591629,-2.7230377,8.712265,AR,stairsu
1/8/2020 19:24,2463,-4.2137604,-2.691925,8.3485565,AR,stairsu
1/8/2020 19:24,2473,-4.5583344,-2.7014923,8.121246,AR,stairsu
1/8/2020 19:24,2484,-4.2807617,-2.9407806,6.9966125,AR,stairsu
1/8/2020 19:24,2493,-4.2113647,-3.1968079,7.6833496,AR,stairsu
1/8/2020 19:24,2503,-4.6205444,-3.1298065,8.477768,AR,stairsu
1/8/2020 19:24,2514,-4.9818573,-3.4528503,9.154938,AR,stairsu
1/8/2020 19:24,2524,-5.30011,-3.5700989,9.561722,AR,stairsu
1/8/2020 19:24,2533,-5.32164,-3.5700989,9.932602,AR,stairsu
1/8/2020 19:24,2543,-5.345566,-3.694519,10.389633,AR,stairsu
1/8/2020 19:24,2555,-5.924637,-3.625122,11.172089,AR,stairsu
1/8/2020 19:24,2563,-5.79541,-3.522232,12.18425,AR,stairsu
1/8/2020 19:24,2573,-5.264206,-3.4145508,12.583847,AR,stairsu
1/8/2020 19:24,2583,-4.4889374,-3.5700989,12.935593,AR,stairsu
1/8/2020 19:24,2593,-3.6897278,-3.7615204,12.583847,AR,stairsu
1/8/2020 19:24,2603,-3.3427734,-3.883545,11.861221,AR,stairsu
1/8/2020 19:24,2614,-3.357132,-4.0534363,11.085953,AR,stairsu
1/8/2020 19:24,2623,-3.763916,-4.433899,10.660019,AR,stairsu
1/8/2020 19:24,2633,-4.0366974,-4.47937,10.463806,AR,stairsu
1/8/2020 19:24,2643,-4.031906,-4.441086,10.5260315,AR,stairsu
1/8/2020 19:24,2653,-3.8692017,-4.445862,10.853836,AR,stairsu
1/8/2020 19:24,2664,-3.5772705,-4.256836,11.169693,AR,stairsu
1/8/2020 19:24,2673,-3.172882,-4.0701904,11.370697,AR,stairsu
1/8/2020 19:24,2684,-2.5818634,-4.0701904,11.291733,AR,stairsu
1/8/2020 19:24,2693,-2.0650024,-4.6085815,11.885147,AR,stairsu
1/8/2020 19:24,2703,-2.0937195,-4.546356,11.681763,AR,stairsu
1/8/2020 19:24,2714,-1.7682953,-4.256836,11.145767,AR,stairsu
1/8/2020 19:24,2723,-1.4356995,-3.7662964,10.112076,AR,stairsu
1/8/2020 19:24,2734,-1.3734741,-3.1465607,9.049652,AR,stairsu
1/8/2020 19:24,2743,-1.7826538,-3.1633148,8.817551,AR,stairsu
1/8/2020 19:24,2754,-2.589035,-3.8500519,8.882156,AR,stairsu
1/8/2020 19:24,2763,-3.0341034,-4.2998962,8.882156,AR,stairsu
1/8/2020 19:24,2773,-3.7184448,-4.3334045,9.159729,AR,stairsu
1/8/2020 19:24,2783,-4.565506,-4.4195404,9.47319,AR,stairsu
1/8/2020 19:24,2794,-5.0368958,-4.443466,9.812973,AR,stairsu
1/8/2020 19:24,2804,-5.211563,-4.4602203,9.836899,AR,stairsu
1/8/2020 19:24,2813,-5.276169,-4.5224304,9.659821,AR,stairsu
1/8/2020 19:24,2824,-5.757126,-4.6085815,9.76033,AR,stairsu
1/8/2020 19:24,2833,-6.151947,-5.0368958,9.812973,AR,stairsu
1/8/2020 19:24,2843,-6.2117615,-5.1134644,9.999603,AR,stairsu
1/8/2020 19:24,2853,-5.6111755,-4.8023987,10.267609,AR,stairsu
1/8/2020 19:24,2864,-4.606186,-4.8598175,10.432709,AR,stairsu
1/8/2020 19:24,2873,-3.9314117,-5.15654,9.992432,AR,stairsu
1/8/2020 19:24,2884,-3.4169464,-5.601593,8.877365,AR,stairsu
1/8/2020 19:24,2894,-3.3810577,-6.254837,6.9631195,AR,stairsu
1/8/2020 19:24,2903,-4.4530487,-6.5850525,5.7690887,AR,stairsu
1/8/2020 19:24,2913,-6.41037,-6.7740784,4.977066,AR,stairsu
1/8/2020 19:24,2923,-7.865204,-6.7286224,4.790436,AR,stairsu
1/8/2020 19:24,2934,-8.688339,-6.443878,4.821533,AR,stairsu
1/8/2020 19:24,2943,-8.714661,-6.1375885,5.2091827,AR,stairsu
1/8/2020 19:24,2954,-8.255234,-6.1280212,5.5633087,AR,stairsu
1/8/2020 19:24,2963,-7.5350037,-6.2285156,5.620743,AR,stairsu
1/8/2020 19:24,2973,-6.764511,-6.3912354,5.3120728,AR,stairsu
1/8/2020 19:24,2984,-6.238083,-6.508484,4.2592316,AR,stairsu
1/8/2020 19:24,2993,-5.8743744,-6.649658,4.5391846,AR,stairsu
1/8/2020 19:24,3003,-5.6398773,-6.845871,5.2139587,AR,stairsu
1/8/2020 19:24,3013,-5.8791656,-6.9750824,5.9533386,AR,stairsu
1/8/2020 19:24,3024,-5.8049927,-6.8315125,6.376877,AR,stairsu
1/8/2020 19:24,3033,-5.642273,-6.654434,6.735794,AR,stairsu
1/8/2020 19:24,3043,-5.551346,-6.5970154,6.867401,AR,stairsu
1/8/2020 19:24,3053,-5.367096,-6.5156555,6.5946198,AR,stairsu
1/8/2020 19:24,3063,-4.9531403,-6.563507,6.20459,AR,stairsu
1/8/2020 19:24,3074,-4.5702972,-6.6137695,5.93898,AR,stairsu
1/8/2020 19:24,3083,-4.134796,-6.731003,5.848053,AR,stairsu
1/8/2020 19:24,3093,-4.022339,-6.7693024,5.8073883,AR,stairsu
1/8/2020 19:24,3103,-4.4147644,-6.793228,5.883957,AR,stairsu
1/8/2020 19:24,3113,-5.1756744,-6.754944,5.8743744,AR,stairsu
1/8/2020 19:24,3124,-5.5369873,-6.673584,5.81456,AR,stairsu
1/8/2020 19:24,3133,-5.69014,-6.628113,5.577667,AR,stairsu
1/8/2020 19:24,3143,-5.77388,-6.661621,5.2331085,AR,stairsu
1/8/2020 19:24,3153,-5.6638184,-6.661621,5.132599,AR,stairsu
1/8/2020 19:24,3163,-5.3862457,-6.7046967,5.127823,AR,stairsu
1/8/2020 19:24,3173,-5.1015015,-6.5898285,5.1182404,AR,stairsu
1/8/2020 19:24,3184,-4.800003,-6.4462585,5.13739,AR,stairsu
1/8/2020 19:24,3193,-4.68515,-6.3601227,5.01297,AR,stairsu
1/8/2020 19:24,3203,-4.347763,-6.094513,4.618149,AR,stairsu
1/8/2020 19:24,3214,-4.204193,-5.991623,4.194626,AR,stairsu
1/8/2020 19:24,3223,-4.1730804,-5.8815613,3.8356934,AR,stairsu
1/8/2020 19:24,3233,-4.3621216,-5.950943,3.4504547,AR,stairsu
1/8/2020 19:24,3243,-4.816757,-6.283554,3.4839478,AR,stairsu
1/8/2020 19:24,3253,-5.2139587,-6.582657,3.620346,AR,stairsu
1/8/2020 19:24,3264,-5.8576355,-7.001404,3.7040863,AR,stairsu
