,Date_time,X,Y,Z,Profile,Activity,ts
209,2020-01-07 13:33:40.242,0.038467,-0.816299,-0.568802,MG,standing,1578404020
210,2020-01-07 13:33:40.332,0.038986,-0.818802,-0.5663600000000001,MG,standing,1578404020
211,2020-01-07 13:33:40.432,0.04303,-0.819824,-0.576569,MG,standing,1578404020
212,2020-01-07 13:33:40.533,0.041779000000000004,-0.820526,-0.575851,MG,standing,1578404020
213,2020-01-07 13:33:40.639,0.040313999999999996,-0.820419,-0.573257,MG,standing,1578404020
214,2020-01-07 13:33:40.733,0.041076999999999995,-0.818176,-0.578979,MG,standing,1578404020
215,2020-01-07 13:33:40.833,0.036606,-0.816605,-0.574158,MG,standing,1578404020
216,2020-01-07 13:33:40.933,0.037032999999999996,-0.816055,-0.570404,MG,standing,1578404020
217,2020-01-07 13:33:41.039,0.0392,-0.816498,-0.572113,MG,standing,1578404021
218,2020-01-07 13:33:41.134,0.040573000000000005,-0.815689,-0.572891,MG,standing,1578404021
219,2020-01-07 13:33:41.234,0.04274,-0.8180850000000001,-0.5742189999999999,MG,standing,1578404021
220,2020-01-07 13:33:41.334,0.040726,-0.817337,-0.578812,MG,standing,1578404021
221,2020-01-07 13:33:41.438,0.040375,-0.81662,-0.579575,MG,standing,1578404021
222,2020-01-07 13:33:41.534,0.038452,-0.812988,-0.57724,MG,standing,1578404021
223,2020-01-07 13:33:41.635,0.042542,-0.81514,-0.575729,MG,standing,1578404021
224,2020-01-07 13:33:41.735,0.044724,-0.818329,-0.578476,MG,standing,1578404021
225,2020-01-07 13:33:41.835,0.042892,-0.8170930000000001,-0.579758,MG,standing,1578404021
226,2020-01-07 13:33:41.935,0.041641000000000004,-0.815948,-0.574997,MG,standing,1578404021
227,2020-01-07 13:33:42.035,0.044037,-0.814926,-0.5763699999999999,MG,standing,1578404022
228,2020-01-07 13:33:42.136,0.044952,-0.819702,-0.576904,MG,standing,1578404022
229,2020-01-07 13:33:42.236,0.039673,-0.819138,-0.5728,MG,standing,1578404022
230,2020-01-07 13:33:42.336,0.043396,-0.8271940000000001,-0.580612,MG,standing,1578404022
231,2020-01-07 13:33:42.436,0.04068,-0.817108,-0.576691,MG,standing,1578404022
232,2020-01-07 13:33:42.536,0.039597,-0.816864,-0.5735319999999999,MG,standing,1578404022
233,2020-01-07 13:33:42.636,0.047272,-0.823044,-0.572235,MG,standing,1578404022
234,2020-01-07 13:33:42.735,0.0457,-0.8342129999999999,-0.563492,MG,standing,1578404022
235,2020-01-07 13:33:42.836,0.035141000000000006,-0.81575,-0.573654,MG,standing,1578404022
236,2020-01-07 13:33:42.936,0.045334,-0.819931,-0.573196,MG,standing,1578404022
237,2020-01-07 13:33:43.037,0.047333,-0.8211209999999999,-0.568283,MG,standing,1578404023
238,2020-01-07 13:33:43.136,0.038361,-0.817703,-0.561813,MG,standing,1578404023
239,2020-01-07 13:33:43.236,0.056076,-0.825684,-0.5817260000000001,MG,standing,1578404023
240,2020-01-07 13:33:43.336,0.045654,-0.8158569999999999,-0.560776,MG,standing,1578404023
241,2020-01-07 13:33:43.436,0.051453,-0.8191069999999999,-0.575195,MG,standing,1578404023
242,2020-01-07 13:33:43.535,0.06503300000000001,-0.8251799999999999,-0.598679,MG,standing,1578404023
243,2020-01-07 13:33:43.636,0.044235000000000003,-0.812317,-0.567749,MG,standing,1578404023
244,2020-01-07 13:33:43.736,0.054564999999999995,-0.8198700000000001,-0.565887,MG,standing,1578404023
245,2020-01-07 13:33:43.836,0.039215,-0.813004,-0.57547,MG,standing,1578404023
246,2020-01-07 13:33:43.936,0.052566999999999996,-0.820709,-0.571503,MG,standing,1578404023
247,2020-01-07 13:33:44.036,0.050858,-0.811783,-0.5882569999999999,MG,standing,1578404024
248,2020-01-07 13:33:44.135,0.048004000000000005,-0.8155979999999999,-0.573364,MG,standing,1578404024
249,2020-01-07 13:33:44.235,0.053741,-0.822968,-0.573593,MG,standing,1578404024
250,2020-01-07 13:33:44.335,0.048935,-0.8161619999999999,-0.574585,MG,standing,1578404024
251,2020-01-07 13:33:44.435,0.052444000000000005,-0.814331,-0.578415,MG,standing,1578404024
252,2020-01-07 13:33:44.535,0.04129,-0.813583,-0.570801,MG,standing,1578404024
