time_tick,acc_X_value,acc_Y_value,acc_Z_value
17.036343,0.352409,-0.933323,-9.747143
17.069627,0.347172,-0.945594,-9.750435
17.102930,0.344628,-0.937363,-9.725445
17.136362,0.354654,-0.932276,-9.727839
17.169671,0.347621,-0.941703,-9.745946
17.202930,0.353157,-0.941254,-9.734723
17.236348,0.348518,-0.939309,-9.736967
17.269689,0.350164,-0.950083,-9.750585
17.302927,0.350613,-0.944397,-9.736668
17.336329,0.337445,-0.938411,-9.750136
17.369642,0.342832,-0.943948,-9.744150
17.402929,0.338792,-0.936017,-9.746993
17.436349,0.338193,-0.940057,-9.730682
17.469626,0.341934,-0.945893,-9.748639
17.502927,0.343580,-0.942302,-9.740259
17.536346,0.342233,-0.940955,-9.745946
17.569725,0.339241,-0.939009,-9.732179
17.602916,0.344478,-0.939758,-9.745198
17.636214,0.347022,-0.942751,-9.748190
17.669569,0.342682,-0.941703,-9.735471
17.702744,0.340438,-0.938112,-9.737267
17.736272,0.340138,-0.942601,-9.738314
17.769601,0.338343,-0.939608,-9.739960
17.802991,0.347621,-0.937513,-9.741756
17.836279,0.352708,-0.941254,-9.738913
17.869612,0.339540,-0.944247,-9.739062
17.902992,0.344927,-0.942002,-9.740259
17.936275,0.355103,-0.948138,-9.734274
17.969637,0.341485,-0.937513,-9.741457
18.002917,0.344478,-0.945743,-9.745347
18.036277,0.346423,-0.943499,-9.745946
18.069621,0.345226,-0.943050,-9.745198
18.102931,0.342383,-0.936615,-9.743851
18.136274,0.347172,-0.951729,-9.740259
18.169606,0.338941,-0.938710,-9.739362
18.202954,0.347321,-0.945444,-9.741157
18.236270,0.337744,-0.946192,-9.744300
18.269641,0.351062,-0.933173,-9.733226
18.302938,0.347621,-0.945893,-9.740559
18.336274,0.349716,-0.935268,-9.748639
18.369671,0.345974,-0.945444,-9.743701
18.402937,0.342383,-0.940356,-9.738164
18.436279,0.346872,-0.942302,-9.738464
18.469606,0.343580,-0.950682,-9.746544
18.502921,0.341336,-0.940356,-9.748041
18.536273,0.339989,-0.939009,-9.738763
18.569601,0.337894,-0.946342,-9.732328
18.602925,0.349416,-0.937214,-9.737865
18.636274,0.344777,-0.936466,-9.740110
18.669609,0.348369,-0.935867,-9.729036
18.702926,0.351062,-0.946192,-9.740559
18.736297,0.342982,-0.936316,-9.738763
18.769625,0.339241,-0.931677,-9.737416
18.802928,0.346872,-0.938112,-9.738613
18.836320,0.343730,-0.938261,-9.745048
18.869608,0.342982,-0.940207,-9.739511
18.902920,0.346423,-0.943648,-9.737715
18.936337,0.347770,-0.932276,-9.746245
18.969661,0.340288,-0.934520,-9.733675
19.003002,0.337594,-0.944995,-9.743402
19.036352,0.346423,-0.944995,-9.741008
19.069605,0.344328,-0.931677,-9.746544
19.103005,0.342233,-0.953974,-9.750585
19.136372,0.349865,-0.942751,-9.745497
19.169689,0.352708,-0.936017,-9.731281
19.203012,0.350314,-0.935268,-9.731580
19.236349,0.342533,-0.935717,-9.748041
19.269610,0.346423,-0.934969,-9.734723
19.303000,0.349865,-0.951879,-9.743701
19.336344,0.341934,-0.941553,-9.739810
19.369693,0.339540,-0.937663,-9.736668
19.403001,0.350314,-0.930031,-9.742654
19.436347,0.343879,-0.937962,-9.743252
19.469635,0.345077,-0.942601,-9.741756
19.502990,0.341186,-0.944546,-9.742354
19.536356,0.348069,-0.942002,-9.731879
19.569607,0.343730,-0.931827,-9.733974
19.603005,0.353008,-0.943499,-9.744000
19.636337,0.346872,-0.949036,-9.737117
19.669679,0.347920,-0.946043,-9.738314
19.703000,0.350015,-0.938860,-9.746095
19.736325,0.342084,-0.941104,-9.745497
19.769608,0.355552,-0.936316,-9.743103
19.802913,0.344927,-0.939009,-9.738015
19.836261,0.338343,-0.939758,-9.733077
19.869504,0.348967,-0.938710,-9.740110
19.902918,0.340138,-0.944247,-9.742654
19.936279,0.345077,-0.950981,-9.744150
19.969460,0.334153,-0.940805,-9.733077
20.002996,0.341036,-0.942601,-9.741905
20.035877,0.352559,-0.943050,-9.749837
20.069113,0.343131,-0.946791,-9.737267
20.102940,0.334153,-0.943648,-9.730084
20.136276,0.336547,-0.943199,-9.732478
20.169593,0.349416,-0.939758,-9.739062
20.202940,0.353606,-0.939009,-9.748789
20.236346,0.340288,-0.949784,-9.743701
20.269663,0.344179,-0.934520,-9.744898
20.302964,0.332507,-0.946342,-9.739960
20.335734,0.341336,-0.939758,-9.724248
20.369588,0.341934,-0.941104,-9.741457
20.402935,0.347321,-0.945743,-9.745048
20.436277,0.342533,-0.932874,-9.730383
20.469607,0.333255,-0.943050,-9.736219
20.502935,0.339091,-0.941853,-9.739511
20.536249,0.342982,-0.945294,-9.746095
20.569678,0.339091,-0.941853,-9.738314
20.602925,0.343431,-0.944846,-9.737865
20.636353,0.351661,-0.944995,-9.744449
20.669661,0.342084,-0.949185,-9.742953
20.702936,0.333853,-0.944846,-9.738314
20.736347,0.350613,-0.943648,-9.741905
20.769735,0.340438,-0.939159,-9.747293
20.802988,0.351811,-0.938860,-9.749088
20.836350,0.350164,-0.936466,-9.738913
20.869753,0.342383,-0.939907,-9.735471
20.902930,0.334153,-0.939159,-9.742953
20.936348,0.338642,-0.935717,-9.741457
20.969688,0.347920,-0.943648,-9.754326
21.002996,0.345825,-0.943199,-9.741307
