time_tick,gyr_X_value,gyr_Y_value,gyr_Z_value
9.566714,0.399623,0.876181,0.363759
9.596705,0.800727,0.554253,0.439406
9.636693,0.850406,-0.646016,0.467432
9.666684,0.465829,-0.812156,0.513687
9.696675,0.443242,-0.209328,0.589808
9.736663,0.793326,0.317201,0.677916
9.766654,0.894829,0.054137,0.685923
9.796645,0.849484,-0.419651,0.661948
9.836633,0.854300,-0.473618,0.589336
9.866624,0.899640,-0.058681,0.582226
9.896615,1.033433,0.408918,0.755002
9.936603,1.029353,0.423602,0.900784
9.966594,0.878863,0.217114,0.928044
9.996585,0.847340,0.188705,0.936720
10.036573,1.013618,0.333045,0.980278
10.066564,1.341901,0.015721,1.016989
10.096555,1.692616,-0.727891,0.917872
10.136543,0.625355,-0.723033,0.943670
10.166534,0.078056,0.274999,1.106635
10.196525,0.741537,0.672425,1.096567
10.236513,1.392272,-0.045662,0.745937
10.266504,0.919622,-0.592073,0.643594
10.296495,0.395130,-0.566966,0.763005
10.336483,0.674685,-0.189911,0.750458
10.366474,0.633405,-0.054196,0.672522
10.396465,0.427528,0.045793,0.671553
10.436453,0.287216,0.070104,0.528611
10.466444,0.500175,0.075384,0.285598
10.496436,0.479481,0.184223,0.090029
10.536424,-0.203510,0.530730,-0.286948
10.566415,0.518935,0.751171,-0.282058
10.596406,0.589479,0.409160,-0.260542
10.636394,0.012069,-0.564240,-0.489961
10.666385,-0.547404,-0.016433,-0.675390
10.696376,-0.232892,1.052621,-0.495852
10.736364,0.346843,0.939630,-0.146090
10.766355,-0.018687,-0.053875,-0.195264
10.796346,-0.417014,-0.745782,-0.219306
10.836334,-0.413500,-0.654016,-0.038372
10.866325,-0.359291,-0.357404,0.147748
10.896316,-0.271188,-0.197721,0.255302
10.936304,-0.270258,-0.112196,0.256553
10.966295,-0.200131,-0.120512,0.273124
10.996286,-0.174598,-0.203524,0.180125
11.036274,-0.227407,-0.060491,0.003042
11.066265,-0.076831,0.227291,-0.122431
11.096256,0.091843,0.363813,-0.232187
11.136244,0.143463,0.188257,-0.318474
11.166235,0.112203,0.028183,-0.238812
11.196226,0.103888,-0.013681,-0.073764
11.236214,0.183899,0.007043,0.116621
11.266205,0.103856,-0.096270,0.240617
11.296196,-0.124146,-0.255325,0.316129
11.336184,-0.016894,-0.233770,0.342216
11.366175,-0.195937,-0.106122,0.470572
11.396166,-0.132357,0.036422,0.487997
11.436154,-0.031288,0.105630,0.330520
11.466145,0.026987,-0.060443,0.244184
11.496136,0.215128,-0.299769,0.200268
11.536124,0.182522,-0.393887,0.295600
11.566115,0.141398,-0.309407,0.272563
11.596106,0.256221,-0.253668,0.160123
11.636094,0.457099,-0.271710,0.048125
11.666085,0.482395,-0.199963,0.087170
11.696076,0.325722,-0.045570,0.122449
11.736064,0.070540,0.180244,0.234958
11.766055,0.102336,0.167567,0.238635
11.796046,0.156371,0.065450,0.103778
11.836034,0.154104,-0.044485,0.030169
11.866025,0.220371,-0.139366,-0.005565
11.896016,-0.130536,0.025547,-0.096535
11.936004,-0.528449,0.692553,-0.132387
11.965995,0.055815,0.735407,0.100978
11.995986,0.647585,-0.414997,-0.059053
12.038476,-0.539314,-0.969548,-0.669372
12.078464,-0.310221,0.955882,-0.269022
12.108455,0.611530,1.244779,-0.028913
12.138446,0.489383,0.126205,-0.041621
12.178434,-0.312997,-0.891878,-0.106433
12.208425,-0.423431,-0.223584,-0.001650
12.238416,-0.078017,0.699498,0.098112
12.278404,0.370741,0.649847,0.093529
12.308395,0.176340,-0.048133,-0.050099
12.338386,-0.088344,-0.361183,-0.175185
12.378374,0.185717,0.137069,-0.005430
12.408365,0.147669,0.306718,0.109165
12.438356,0.091018,0.175805,0.129882
12.478344,0.372240,0.130022,0.276128
12.508335,0.498259,0.171719,0.354236
12.528329,0.615849,0.196411,0.385879
12.568315,0.713189,0.243183,0.659071
12.598306,0.574749,-0.273944,0.936237
12.628297,1.395399,-1.280764,0.779378
12.668285,-0.120027,-1.223649,0.627607
12.698276,-0.080067,0.297512,0.904308
12.728267,1.347406,1.091155,0.947605
12.768255,1.399198,-0.023377,0.676248
12.798246,0.281724,-0.792349,0.651534
12.828237,0.121660,-0.329591,0.777429
12.868225,0.445743,0.692012,0.702978
12.898216,0.293064,0.610348,0.366342
12.938204,0.476421,-0.080291,0.029789
12.968195,0.489187,-0.654317,0.174667
12.998186,0.261928,-0.753808,0.366737
13.038174,-0.069408,-0.154298,0.412273
13.068165,-0.072381,0.448731,0.332147
13.098156,-0.225720,0.683291,0.274931
13.128147,0.025882,0.516271,0.179082
13.168135,0.119082,-0.064945,-0.135922
13.198126,-0.435144,-0.085706,-0.368360
13.238114,0.338960,0.340899,-0.143482
13.268105,0.952822,-0.600437,-0.138396
13.298096,-0.377511,-1.534839,-0.788093
13.328087,-0.959116,-0.196476,-1.295808
13.368075,0.099880,2.221717,-0.790785
13.398066,0.513762,1.750085,-0.487793
13.428057,-0.441556,-0.003775,-0.469854
13.468045,-1.214764,-0.723828,-0.327801
13.498036,-0.657793,0.051189,-0.135641
13.538024,-0.232914,0.594529,-0.072060
13.568015,-0.538008,0.256597,-0.080117
13.598006,-0.684816,-0.121060,-0.177727
13.627997,-0.345332,-0.154083,-0.224476
13.667985,-0.193515,-0.033708,-0.085919
13.697976,-0.087196,0.077404,0.013249
13.737964,0.290132,0.136128,-0.132355
13.767955,0.119149,0.246868,-0.225829
13.797946,-0.190102,0.241483,-0.067302
13.837934,0.514550,-0.240001,0.275452
13.867925,0.310055,-1.280782,0.294192
13.897916,-0.841373,-0.499914,0.043517
13.937904,0.236780,0.877364,0.315781
13.967895,0.930558,0.619849,0.422942
13.997886,0.282453,-0.407293,0.264648
14.037874,-0.443291,-0.715339,0.078121
14.067865,-0.076263,-0.190667,0.103119
14.097856,0.486937,0.080122,0.041148
14.137844,0.288919,-0.216428,-0.143364
14.167835,-0.034429,-0.328052,-0.204879
14.197826,0.055128,-0.169049,-0.287942
14.237814,0.019674,-0.028307,-0.358779
14.267805,-0.393318,-0.017787,-0.481327
14.297796,-0.892081,0.189308,-0.634154
14.337784,-0.537843,0.637193,-0.613581
14.367775,-0.225807,0.454862,-0.391139
14.397766,-0.629386,-0.383035,-0.581024
14.437754,-1.314078,-0.161873,-0.988210
14.467745,-0.520328,0.902567,-0.903909
14.497739,-0.037014,1.111719,-0.662208
14.537727,-0.496319,-0.200151,-0.623183
14.567718,-1.133865,-0.797022,-0.641813
14.597709,-0.858856,-0.522865,-0.554598
14.637697,-0.472001,0.160060,-0.325485
14.667688,-0.536050,0.278478,-0.177557
14.697679,-0.617337,0.078844,-0.112913
14.737667,-0.497788,-0.027022,-0.099646
14.767658,-0.320725,0.046550,-0.087460
14.797649,-0.070926,0.117167,-0.067067
14.837637,-0.154464,0.272909,-0.005029
14.867628,-0.397130,0.262057,0.208915
14.897619,0.083947,-0.152024,0.476215
14.937607,-0.009013,-0.869356,0.344092
14.967598,-0.641258,-0.283726,0.104825
14.997589,-0.054603,0.708531,0.031511
15.037577,0.728673,0.611938,0.156835
15.067568,-0.048913,-0.144281,0.173556
15.097559,-0.320263,-0.345628,0.136843
15.137547,0.354893,0.066832,0.104378
15.167538,0.380977,0.123678,0.003313
15.197529,0.107906,-0.038774,-0.113474
15.237517,-0.002253,-0.058894,-0.081827
15.267508,0.142264,0.115480,-0.073743
15.297499,-0.067958,0.221135,-0.177094
15.337487,-0.628327,0.301441,-0.427051
15.367478,0.002835,0.422883,-0.328707
15.397469,0.156223,0.131685,-0.449057
15.437457,-0.532976,-0.712566,-0.787282
15.467448,-1.063611,-0.150512,-0.862014
15.497435,-0.352105,0.756774,-0.705466
15.537423,0.136512,0.572177,-0.568864
15.567414,-0.413644,-0.365955,-0.629112
15.597405,-0.822910,-0.750166,-0.632416
15.637393,-0.616383,-0.135216,-0.360265
15.667384,-0.301107,0.137862,-0.145822
15.697375,-0.286240,-0.045684,-0.070764
15.737363,-0.427527,-0.229857,0.036634
15.767354,-0.374691,-0.029037,0.137749
15.797345,-0.162633,0.197352,0.259006
15.837333,0.150234,0.187486,0.281759
15.867324,-0.011305,0.264316,0.205412
15.897315,-0.142843,0.415542,0.305893
15.937303,0.544805,-0.108816,0.417071
15.967294,0.584989,-0.930226,0.373752
15.997285,-0.290356,-0.656947,0.234406
16.041024,0.345319,0.655549,0.344902
16.071015,0.798180,0.507704,0.301511
16.111003,-0.094258,-0.258623,0.226465
16.140994,-0.033180,-0.198498,0.207776
16.170985,0.406917,0.106475,0.141447
16.210973,0.456159,0.061583,-0.057134
16.240964,0.259552,-0.148624,-0.093896
16.270955,0.024394,-0.286107,-0.085312
16.310943,0.066451,-0.098520,-0.131204
16.340934,-0.257153,0.236240,-0.159828
16.370925,-0.637044,0.509450,-0.186535
16.410913,-0.191351,0.272440,-0.009354
16.440904,-0.155665,-0.377650,-0.275772
16.470895,-0.657558,-0.743495,-0.620405
16.510884,-0.526016,0.465975,-0.664946
16.530875,0.112684,1.087022,-0.613468
16.560866,0.500138,1.172754,-0.648275
16.600854,-0.297717,0.135945,-0.662852
16.630845,-0.889808,-0.499214,-0.592842
16.660836,-0.671702,-0.342444,-0.357343
16.700824,-0.238144,0.141878,-0.130139
16.730815,-0.263574,0.180128,-0.020275
16.760806,-0.223924,0.075085,0.076466
16.800794,0.027336,-0.018273,0.164694
16.830785,0.160016,-0.116986,0.220053
16.860776,0.198945,-0.168191,0.273275
16.900764,-0.026817,0.041462,0.341899
16.930755,0.054304,-0.020531,0.440552
16.960746,0.673258,-0.529545,0.339704
17.000734,-0.141149,-0.351610,0.217122
17.030725,-0.390594,0.774567,0.355369
17.060716,0.453926,1.337615,0.446394
17.100704,0.979551,0.251605,0.472201
17.130695,0.314117,-0.857920,0.466960
17.160686,0.046692,-1.112220,0.580577
17.200674,0.531611,-0.608916,0.651792
17.230665,0.826387,-0.490499,0.456682
17.260656,0.614565,-0.586669,0.312066
17.300644,0.302997,-0.482309,0.250090
17.330635,0.260441,-0.044007,0.182405
17.360626,0.233464,0.257661,0.068439
17.400614,-0.300450,0.350362,-0.066253
17.430605,0.050739,0.032577,0.122176
17.460596,-0.058541,-0.331303,-0.150890
17.500583,-0.306804,-0.462744,-0.647932
17.530574,-0.497115,0.524633,-0.795106
17.560565,0.125660,1.450662,-0.620962
17.600553,0.705584,1.037427,-0.513949
17.630544,0.094303,-0.117528,-0.541835
17.660535,-0.636232,-0.782492,-0.420940
17.700523,-0.524941,-0.427804,-0.181535
17.730514,-0.192433,0.023695,-0.065657
17.760505,-0.099547,0.184667,0.010088
17.800493,-0.154575,0.121714,0.142722
17.830484,-0.094205,0.039965,0.222339
17.860476,-0.002696,-0.017834,0.286265
17.900463,0.108139,0.042540,0.302732
17.930454,0.030985,0.280741,0.367949
17.960445,0.230406,0.126259,0.548412
18.000434,1.012449,-0.960221,0.448722
18.030424,0.398112,-1.306042,0.417085
18.060415,-0.511073,-0.230311,0.517784
18.100404,0.889451,1.141950,0.612141
18.130394,1.232740,0.706473,0.604207
18.160385,0.687330,-0.443880,0.584309
18.200373,0.086910,-0.735530,0.717130
18.230364,0.399625,-0.141505,0.734092
18.260356,0.764914,0.205557,0.580399
18.300343,0.503525,-0.011203,0.254862
18.330334,0.237800,-0.138260,0.137578
18.360326,0.320803,0.073806,0.109320
18.400313,0.256648,0.305258,0.049770
18.430305,-0.130537,0.319044,0.064555
18.470293,0.044236,0.412312,0.143178
18.500288,0.329009,0.128164,0.135851
18.530279,0.128979,-0.419371,-0.244461
18.570267,-0.354772,-0.373910,-0.531303
18.600258,-0.132199,0.516211,-0.415195
18.630249,0.427133,0.940652,-0.314496
18.660240,0.437471,0.556725,-0.318153
18.700228,-0.031482,-0.393288,-0.359864
18.730219,-0.256046,-0.620388,-0.237987
18.760210,-0.206074,-0.346335,-0.127678
18.800198,0.026009,-0.029016,0.021173
18.830189,0.023644,-0.084298,0.097844
18.860180,-0.031414,-0.141900,0.156070
18.900168,0.128333,-0.026572,0.224703
18.930159,0.251341,0.123892,0.268465
18.960150,0.340567,0.155549,0.317253
19.000138,0.316407,0.141576,0.398699
19.030129,0.380998,0.297253,0.420784
19.060120,0.484632,0.267132,0.557665
19.100108,1.022377,-0.249216,0.558661
19.130099,1.118303,-0.722638,0.566545
19.160090,0.390806,-0.442310,0.723496
19.200078,0.156066,0.619843,1.030265
19.230069,0.944297,0.565103,0.960714
19.270057,0.960897,-0.582268,0.771905
19.300048,0.375429,-0.994959,0.877966
19.330039,0.415718,-0.621082,0.910810
19.360030,0.790146,0.061648,0.722375
19.400018,0.834755,0.302119,0.508744
19.430009,0.671527,0.066685,0.453757
19.469997,0.477091,0.012673,0.431615
19.499985,0.400519,0.121464,0.331396
19.529976,0.283622,0.239994,0.268745
19.559967,0.066409,0.322278,0.297401
19.599955,0.516970,0.335649,0.362641
19.629946,0.647384,0.072065,0.268876
19.659937,0.259600,-0.200186,0.016032
19.699925,-0.276283,0.457392,-0.199138
19.729916,0.048756,1.140791,-0.091699
19.769904,0.697037,0.870310,-0.079810
19.799895,0.716358,-0.064672,-0.127120
19.829886,0.411070,-0.644584,0.036652
19.859877,0.443559,-0.490011,0.286269
19.899865,0.727577,0.203300,0.575912
19.929856,0.937321,0.233698,0.650218
19.959847,0.976890,-0.076729,0.669575
19.999835,0.994616,-0.161755,0.714121
20.041075,1.271060,0.079980,0.865012
20.071066,1.308592,0.043550,0.981485
20.111054,1.419977,-0.166770,1.101290
20.141045,1.638295,-0.152079,1.158778
20.171036,1.773470,-0.005468,1.212119
20.211024,1.925128,-0.122308,1.377246
20.241015,1.926987,-0.580463,1.536934
20.271006,1.616683,-0.797958,1.537809
20.310994,1.743789,-0.494968,1.579734
20.340985,2.009769,-0.326607,1.584857
20.370976,2.062892,-0.442512,1.526359
20.410964,1.822885,-0.719453,1.428879
20.440955,1.841028,-0.664402,1.358154
20.470946,1.906403,-0.356099,1.362850
20.510934,1.759045,-0.010956,1.302227
20.530928,1.783916,0.047336,1.272313
20.570914,1.754721,0.031213,1.432993
20.600905,1.739819,-0.005612,1.631980
20.630896,1.661082,-0.053211,1.656499
20.670884,1.477906,-0.030112,1.615990
20.700875,1.474555,-0.080989,1.629119
20.730867,1.527828,-0.221927,1.576298
20.770854,1.503552,-0.321892,1.371241
20.800845,1.426912,-0.309346,1.244133
20.830837,1.246050,-0.202841,1.136426
20.870824,1.532601,-0.127816,1.039259
20.900816,1.648342,-0.165037,1.076741
20.930807,1.265859,-0.207397,0.993775
20.970795,0.910037,-0.002029,0.809319
21.000786,1.007604,0.250434,0.704562
21.030777,1.097936,0.329756,0.472183
21.070765,1.011145,0.234195,0.282548
21.100756,1.062972,0.058708,0.485593
21.130747,1.109739,-0.225074,0.657076
21.170735,0.979856,-0.343157,0.634626
21.200726,0.888917,-0.053555,0.681125
21.230717,0.873419,0.158110,0.735326
21.270705,0.706224,-0.059403,0.651921
21.300696,0.275775,-0.333639,0.591566
21.330687,-0.050453,-0.319447,0.516569
21.370675,-0.041478,-0.014697,0.414977
21.400666,-0.001162,0.114321,0.381335
21.430657,-0.023359,0.066244,0.290102
21.470645,0.094183,-0.045030,0.095395
21.500635,0.223700,0.080925,-0.018335
21.530626,0.305969,0.468145,0.009857
21.570614,0.130423,0.574278,0.242872
21.600605,0.876143,-0.077517,0.376161
21.630596,0.590859,-0.687676,0.565669
21.670584,-0.470337,-0.142157,0.594348
21.700575,-0.005994,0.359581,0.576055
21.730566,0.790575,0.229794,0.460529
21.770554,0.639910,-0.326023,0.288058
